Cloudiness,Weather_type,latitude,longitude,City_id,Visibility,CountryID,Country,Sunrise_Time,Sunset_Time,Temperature,humidity,pressure,Min_temp,Max_temp,Wind_Speeed,Wind_Dire,Data_cal_Time,cod
20,Clouds,41.01,-73.84,420028164,16093,1972,US,22-03-2018 16:24,23-03-2018 04:40,280.84,34,1010,279.15,282.15,5.7,350,23-03-2018 00:45,200
75,Clouds,41.2,-73.64,420029668,32186,2116,US,22-03-2018 16:23,23-03-2018 04:39,280.86,39,1009,279.15,283.15,4.6,320,23-03-2018 00:15,200
20,Clouds,41.21,-73.89,420027993,16093,1972,US,22-03-2018 16:24,23-03-2018 04:40,280.81,34,1010,279.15,282.15,5.7,350,23-03-2018 00:15,200
20,Clouds,41.05,-73.85,420029695,16093,1972,US,22-03-2018 16:24,23-03-2018 04:40,280.84,34,1010,279.15,282.15,5.7,350,23-03-2018 00:45,200
20,Clouds,40.91,-73.84,420029714,16093,1972,US,22-03-2018 16:24,23-03-2018 04:40,280.76,34,1010,279.15,282.15,5.7,350,23-03-2018 00:45,200
75,Clouds,38.9,-77.04,420007937,16093,2887,US,22-03-2018 16:37,23-03-2018 04:52,280.03,45,1016,278.15,281.15,7.2,320,23-03-2018 00:22,200
75,Clouds,38.9,-77.08,420005230,16093,3131,US,22-03-2018 16:37,23-03-2018 04:53,280.09,42,1016,278.15,281.15,9.3,300,23-03-2018 00:22,200
75,Clouds,38.9,-77.04,420007958,16093,2887,US,22-03-2018 16:37,23-03-2018 04:52,280.03,45,1016,278.15,281.15,7.2,320,23-03-2018 00:22,200
75,Clouds,39.1,-77.17,420016965,16093,3131,US,22-03-2018 16:37,23-03-2018 04:53,279.78,42,1016,277.15,281.15,9.3,300,23-03-2018 00:22,200
75,Clouds,38.89,-77.1,420036411,16093,2887,US,22-03-2018 16:37,23-03-2018 04:53,280.03,45,1016,278.15,281.15,7.2,320,23-03-2018 00:22,200
75,Clouds,38.81,-77.05,420038110,16093,3131,US,22-03-2018 16:37,23-03-2018 04:52,280.21,42,1016,278.15,282.15,9.3,300,23-03-2018 00:22,200
1,Clear,37.28,-76.73,420038434,16093,2888,US,22-03-2018 16:36,23-03-2018 04:51,282.15,36,1016,281.15,283.15,5.1,300,23-03-2018 00:21,200
1,Clear,35.47,-81.12,420021571,16093,1797,US,22-03-2018 16:54,23-03-2018 05:08,284.15,25,1020,283.15,285.15,4.6,320,23-03-2018 00:20,200
1,Clear,35.48,-81.21,420021576,16093,1797,US,22-03-2018 16:54,23-03-2018 05:08,284.25,25,1020,283.15,285.15,4.6,320,23-03-2018 00:20,200
1,Clear,35.31,-80.76,420022428,16093,1797,US,22-03-2018 16:52,23-03-2018 05:07,284.43,25,1020,283.15,285.15,4.6,320,23-03-2018 00:20,200
1,Clear,34.07,-84.26,420009252,16093,760,US,22-03-2018 17:06,23-03-2018 05:20,284.54,34,1024,284.15,286.15,5.1,300,23-03-2018 00:10,200
1,Clear,33.64,-83.94,420012522,16093,809,US,22-03-2018 17:05,23-03-2018 05:19,285.02,28,1024,284.15,286.15,6.2,290,23-03-2018 00:10,200
1,Clear,34.02,-84.27,420009260,16093,760,US,22-03-2018 17:06,23-03-2018 05:20,284.54,34,1024,284.15,286.15,5.1,300,23-03-2018 00:10,200
1,Clear,33.88,-84.51,420007348,16093,760,US,22-03-2018 17:07,23-03-2018 05:21,284.78,34,1024,284.15,286.15,5.1,300,23-03-2018 00:05,200
1,Clear,34.02,-84.36,420009271,16093,760,US,22-03-2018 17:07,23-03-2018 05:21,284.54,34,1024,284.15,286.15,5.1,300,23-03-2018 00:10,200
1,Clear,33.79,-84.21,420010100,16093,809,US,22-03-2018 17:06,23-03-2018 05:20,284.75,28,1024,284.15,286.15,6.2,290,23-03-2018 00:10,200
1,Clear,33.88,-84.24,420010107,16093,809,US,22-03-2018 17:06,23-03-2018 05:20,284.69,28,1024,284.15,286.15,6.2,290,23-03-2018 00:10,200
1,Clear,33.99,-84.14,420010456,16093,760,US,22-03-2018 17:06,23-03-2018 05:20,284.37,34,1024,284.15,285.15,5.1,300,23-03-2018 00:05,200
0,Smoke,22.9,72.99,200015818,4000,7758,IN,22-03-2018 06:39,22-03-2018 18:50,297.15,36,1010,297.15,297.15,3.72,324.507,22-03-2018 23:30,200
0,Smoke,23.02,72.58,200015675,4000,7758,IN,22-03-2018 06:41,22-03-2018 18:51,297.15,36,1010,297.15,297.15,3.42,338.007,22-03-2018 23:30,200
0,Smoke,23.02,72.41,200016887,4000,7758,IN,22-03-2018 06:42,22-03-2018 18:52,297.15,36,1010,297.15,297.15,3.42,338.007,22-03-2018 23:30,200
0,Smoke,23.02,72.58,200015673,4000,7758,IN,22-03-2018 06:41,22-03-2018 18:51,297.15,36,1010,297.15,297.15,3.42,338.007,22-03-2018 23:30,200
0,Smoke,22.9,72.99,200015677,4000,7758,IN,22-03-2018 06:39,22-03-2018 18:50,297.15,36,1010,297.15,297.15,3.72,324.507,22-03-2018 23:30,200
0,Smoke,23.02,72.58,200015631,4000,7758,IN,22-03-2018 06:41,22-03-2018 18:51,297.15,36,1010,297.15,297.15,3.42,338.007,22-03-2018 23:30,200
0,Smoke,23.09,72.48,200016086,4000,7758,IN,22-03-2018 06:41,22-03-2018 18:52,297.15,36,1010,297.15,297.15,3.42,338.007,22-03-2018 23:30,200
0,Smoke,23.22,72.65,200015839,4000,7758,IN,22-03-2018 06:41,22-03-2018 18:51,297.15,36,1010,297.15,297.15,2.07,296.007,22-03-2018 23:30,200
20,Clouds,12.71,77.7,200054850,8000,7821,IN,22-03-2018 06:21,22-03-2018 18:30,297.06,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.97,77.53,200055696,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.09,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.71,77.7,200054850,8000,7821,IN,22-03-2018 06:21,22-03-2018 18:30,297.06,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.98,77.59,200056313,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.09,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.85,77.64,200056923,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.07,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.98,77.59,200057011,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.09,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,13.08,77.62,200056851,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.15,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,13.43,77.52,200057077,6000,7823,IN,22-03-2018 06:22,22-03-2018 18:30,297.23,94,1014,296.15,298.15,1.87,321.507,22-03-2018 23:30,200
20,Clouds,12.78,77.77,200054862,8000,7821,IN,22-03-2018 06:21,22-03-2018 18:29,297.08,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.98,77.53,200057070,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.1,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.98,77.59,200057748,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.09,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.69,77.31,200056943,8000,7821,IN,22-03-2018 06:23,22-03-2018 18:31,298.15,53,1013,298.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,13.08,77.62,200056851,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.15,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.69,77.31,200056967,8000,7821,IN,22-03-2018 06:23,22-03-2018 18:31,298.15,53,1013,298.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.98,77.59,200056298,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.09,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,12.97,77.53,200057065,8000,7821,IN,22-03-2018 06:22,22-03-2018 18:30,297.09,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
20,Clouds,13.05,77.64,200055877,8000,7821,IN,22-03-2018 06:21,22-03-2018 18:30,297.13,53,1013,296.15,298.15,1.5,100,22-03-2018 23:30,200
